Date,Industrial Production,CPI Core Index
2005-05-01,96.7306,200.5
2005-06-01,97.1488,200.6
2005-07-01,96.8383,200.9
2005-08-01,97.1603,201.1
2005-09-01,95.2729,201.3
2005-10-01,96.4383,202.0
2005-11-01,97.4951,202.5
2005-12-01,97.9788,202.8
2006-01-01,98.1305,203.2
2006-02-01,98.1779,203.6
2006-03-01,98.3898,204.3
2006-04-01,98.6769,204.8
2006-05-01,98.7052,205.4
2006-06-01,99.0427,205.9
2006-07-01,98.9804,206.3
2006-08-01,99.4106,206.8
2006-09-01,99.2207,207.2
2006-10-01,99.1253,207.6
2006-11-01,99.0969,207.8
2006-12-01,100.1122,208.1
2007-01-01,99.7571,208.6
2007-02-01,100.7275,209.135
2007-03-01,100.9023,209.418
2007-04-01,101.5874,209.747
2007-05-01,101.6299,210.058
2007-06-01,101.6482,210.392
2007-07-01,101.4925,210.773
2007-08-01,101.6874,211.119
2007-09-01,101.9398,211.554
2007-10-01,101.6345,212.077
2007-11-01,102.2068,212.66
2007-12-01,102.2604,213.168
2008-01-01,102.14,213.771
2008-02-01,101.7671,213.939
2008-03-01,101.4355,214.42
2008-04-01,100.7424,214.56
2008-05-01,100.132,214.936
2008-06-01,99.8651,215.424
2008-07-01,99.4214,215.965
2008-08-01,97.8448,216.393
2008-09-01,93.559,216.713
2008-10-01,94.4956,216.788
2008-11-01,93.2689,216.947
2008-12-01,90.628,216.925
2009-01-01,88.3811,217.346
2009-02-01,87.8412,217.792
2009-03-01,86.4794,218.253
2009-04-01,85.7883,218.706
2009-05-01,84.9516,218.904
2009-06-01,84.6928,219.112
2009-07-01,85.7044,219.263
2009-08-01,86.6617,219.496
2009-09-01,87.4033,219.92
2009-10-01,87.6035,220.501
2009-11-01,87.9559,220.666
2009-12-01,88.2468,220.881
2010-01-01,89.1911,220.633
2010-02-01,89.4972,220.731
2010-03-01,90.1419,220.783
2010-04-01,90.4591,220.822
2010-05-01,91.702,220.962
2010-06-01,91.8997,221.194
2010-07-01,92.2522,221.363
2010-08-01,92.5899,221.509
2010-09-01,92.8564,221.711
2010-10-01,92.6037,221.83
2010-11-01,92.6773,222.149
2010-12-01,93.5851,222.343
2011-01-01,93.3944,222.803
2011-02-01,92.993,223.213
2011-03-01,93.982,223.454
2011-04-01,93.6525,223.727
2011-05-01,93.7775,224.175
2011-06-01,94.0467,224.697
2011-07-01,94.4931,225.218
2011-08-01,95.0969,225.862
2011-09-01,95.0281,226.118
2011-10-01,95.6924,226.506
2011-11-01,95.6913,226.899
2011-12-01,96.1938,227.405
2012-01-01,96.779,227.877
2012-02-01,97.0959,228.034
2012-03-01,96.5919,228.478
2012-04-01,97.2942,228.905
2012-05-01,97.4853,229.224
2012-06-01,97.4959,229.623
2012-07-01,97.6922,229.97
2012-08-01,97.3061,230.233
2012-09-01,97.2383,230.659
2012-10-01,97.5425,231.024
2012-11-01,97.934,231.33
2012-12-01,98.1984,231.725
2013-01-01,98.2029,232.229
2013-02-01,98.6733,232.569
2013-03-01,99.0788,232.794
2013-04-01,98.9658,232.832
2013-05-01,99.0567,232.996
2013-06-01,99.2424,233.35
2013-07-01,98.9258,233.88
2013-08-01,99.5059,234.336
2013-09-01,100.0391,234.7
2013-10-01,99.9203,234.921
2013-11-01,100.1661,235.359
2013-12-01,100.3777,235.759
2014-01-01,99.999,235.961
2014-02-01,100.7583,236.185
2014-03-01,101.7767,236.625
2014-04-01,101.8425,237.072
2014-05-01,102.2594,237.529
2014-06-01,102.5986,237.837
2014-07-01,102.8163,238.195
2014-08-01,102.6562,238.405
2014-09-01,102.9776,238.786
2014-10-01,102.9892,239.191
2014-11-01,103.6402,239.458
2014-12-01,103.6345,239.584
2015-01-01,102.8239,239.811
2015-02-01,102.1513,240.172
2015-03-01,101.824,240.755
2015-04-01,101.244,241.346
2015-05-01,100.783,241.688
2015-06-01,100.4781,242.064
2015-07-01,101.1052,242.565
2015-08-01,100.9442,242.817
2015-09-01,100.6507,243.316
2015-10-01,100.1871,243.768
2015-11-01,99.4382,244.241
2015-12-01,98.939,244.547
2016-01-01,99.4558,244.955
2016-02-01,98.9136,245.51
2016-03-01,98.1907,245.913
2016-04-01,98.4669,246.551
2016-05-01,98.2518,247.137
2016-06-01,98.7275,247.54
2016-07-01,98.836,247.829
2016-08-01,98.7554,248.423
2016-09-01,98.6596,248.842
2016-10-01,98.7322,249.142
2016-11-01,98.3452,249.481
2016-12-01,99.0314,249.92
2017-01-01,98.7987,250.467
2017-02-01,98.4322,250.998
2017-03-01,99.0663,250.944
2017-04-01,100.0082,251.227
2017-05-01,100.1286,251.43
2017-06-01,100.3233,251.746
2017-07-01,100.0947,251.985
2017-08-01,99.6642,252.535
2017-09-01,99.7686,252.812
2017-10-01,100.9981,253.526
2017-11-01,101.2597,253.816
2017-12-01,101.4573,254.344
2018-01-01,101.3939,255.204
2018-02-01,101.7656,255.711
2018-03-01,102.2441,256.271
2018-04-01,103.3468,256.63
2018-05-01,102.3911,257.145
2018-06-01,103.1924,257.399
2018-07-01,103.3334,257.699
2018-08-01,104.0807,257.891
2018-09-01,104.1181,258.368
2018-10-01,103.9397,258.917
2018-11-01,104.0007,259.439
2018-12-01,103.9946,260.063
2019-01-01,103.373,260.766
2019-02-01,102.8292,261.186
2019-03-01,102.8286,261.567
2019-04-01,102.2481,261.997
2019-05-01,102.4192,262.217
2019-06-01,102.4893,262.739
2019-07-01,102.0236,263.28
2019-08-01,102.7754,263.877
2019-09-01,102.5315,264.388
2019-10-01,101.6022,264.97
2019-11-01,102.148,265.548
2019-12-01,101.884,266.02
2020-01-01,101.3768,266.698
2020-02-01,101.633,267.402
2020-03-01,97.6672,267.068
2020-04-01,84.5979,265.796
2020-05-01,85.9732,265.461
2020-06-01,91.5625,265.839
2020-07-01,95.0144,267.373
2020-08-01,95.8881,268.39
2020-09-01,95.8444,268.9
2020-10-01,96.4292,269.28
2020-11-01,96.8564,269.967
2020-12-01,97.9754,270.34
2021-01-01,98.7836,270.422
2021-02-01,95.3744,270.813
2021-03-01,98.1351,271.461
2021-04-01,98.2886,273.665
2021-05-01,99.1508,275.494
2021-06-01,99.5096,277.585
2021-07-01,100.1231,278.612
2021-08-01,100.1255,278.993
2021-09-01,99.0614,279.71
2021-10-01,100.3045,281.623
2021-11-01,101.1971,283.393
2021-12-01,100.886,285.221
2022-01-01,101.0227,286.811
2022-02-01,101.6766,288.287
2022-03-01,102.478,289.041
2022-04-01,102.7953,290.515
2022-05-01,102.7769,292.072
2022-06-01,102.6863,293.972
2022-07-01,103.1328,295.055
2022-08-01,103.2344,296.569
2022-09-01,103.5283,298.284
2022-10-01,103.4114,299.351
2022-11-01,103.0707,300.292
2022-12-01,101.4848,301.423
2023-01-01,102.5478,302.709
2023-02-01,102.5671,304.124
2023-03-01,102.6592,305.112
2023-04-01,103.1512,306.539
2023-05-01,102.924,307.646
2023-06-01,102.3002,308.245
2023-07-01,103.19,308.945
2023-08-01,103.1141,309.656
2023-09-01,103.2974,310.644
2023-10-01,102.5683,311.39
2023-11-01,102.9382,312.349
2023-12-01,102.6149,313.209
2024-01-01,101.811,314.438
2024-02-01,102.2599,315.565
2024-03-01,102.6577,316.698
